,Model22,Model51,Model57,Model66,Model156,Model178,Model217,Model222,Model316,Model378,Model404,Model424,Model488,Model500,Model617,Model631,tr
187369,0.239904359,0.972644985,0.760204554,0.0086521,0.217725202,0.168916598,0.267302394,0.507145226,0.947929978,1,0.899178147,0.672356308,0.427036256,0.891698956,0.573915303,0.761031687,0
187455,0.453048974,0.957433999,0.772986174,6.16E-06,0.798060894,0.903388977,0.91257304,0.791740656,0.942188203,0.997137427,0.747473001,0.834264159,0.78336215,0.848100364,0.765177846,0.911189198,1
187462,0.986047387,0.920317233,0.71778363,8.97E-07,0.882194161,0.252659202,0.856895387,0.645914495,0.9652071,0.918154657,0.903711617,0.18454127,0.642616332,0.846688032,0.714574456,0.618468344,1
187471,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,0
187473,0.996399641,0.588938236,0.751387835,0.572560012,0.988156319,0.998546422,0.998517931,0.987101436,0.990961969,0.977293193,0.999592602,0.863978744,0.9988029,0.94192481,0.932576954,0.915325761,0
187481,0.998274922,0.974070907,0.522129774,0.000306173,0.967328846,0.926980913,0.999803603,0.962749183,0.999646068,0.999863505,0.993729234,0.999542713,0.992371202,0.676528156,0.997232258,0.541021407,1
187560,0.998274922,0.974070907,0.522129774,0.000306173,0.967328846,0.926980913,0.999803603,0.962749183,0.999646068,0.999863505,0.993729234,0.999542713,0.992371202,0.676528156,0.997232258,0.541021407,1
187562,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,1
187563,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,1
187564,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,1
187605,0.820623994,0.259592474,0.483403832,8.22E-06,0.577309608,0.168907315,0.675498605,0.467258275,0.205964819,0.981394887,0.252025694,0.572730839,0.800943196,0.358098179,0.19979018,0.299654484,1
187607,0.999371946,0.93752414,0.88676405,0.681555331,0.997321188,0.999459445,0.999946713,0.992764056,0.999545991,0.999746263,0.955419064,0.999140739,0.999961376,0.933878779,0.950384319,0.9536497,1
187612,0.932789922,0.944663584,0.571336865,1.19E-05,0.966453671,0.997745693,0.885379434,0.877592027,0.992098212,0.99972266,0.990380943,0.993162513,0.941230953,0.720644653,0.839520693,0.627834916,0
187624,0.987660229,0.950946391,0.873002529,0.000431719,0.998948991,0.920726061,0.999823987,0.975822449,0.998029172,0.999901056,0.999940157,0.981477201,0.903918922,0.861477673,0.997225404,0.906207979,1
187625,0.52765584,0.727686703,0.475028485,0.003806517,0.292524368,0.805562139,0.915678144,0.60361433,0.723143399,0.991643071,0.734087646,0.184541181,0.873544097,0.379936874,0.534655392,0.648155034,1
187689,0.999993801,0.99585247,0.476068854,0.177785665,0.974462211,0.996171772,1,0.977477014,0.999147058,0.882130623,0.999961376,0.184541091,0.889871359,0.546382964,0.982503295,0.481614858,1
187719,0.998496771,0.964643002,0.530210257,0.000549309,0.930242002,0.973841786,0.999981642,0.993196368,0.999626637,0.997393847,0.987029314,0.806111932,0.925191522,0.660416603,0.90947181,0.513692498,0
187724,0.999994993,0.999623179,0.971296251,0.010497835,0.999987125,0.999996781,0.999999404,0.999989152,0.999999881,0.981104136,0.999959111,0.999696136,0.999999762,0.989952624,0.99990809,0.996806264,1
187778,0.998989165,0.987997174,0.757599354,1.46E-05,0.981118321,0.995452762,0.999305487,0.933875322,0.959491849,0.994461715,0.998701692,0.988807082,0.995781422,0.927936971,0.879346609,0.810580134,1
187786,0.999685764,0.521024764,0.640109777,4.28E-08,0.995343626,0.99888283,0.506855011,0.99179244,0.997819781,1,0.997247994,0.997053385,0.994762361,0.477729201,0.864636004,0.430703372,1
187791,0.999971271,0.989137709,0.894877076,0.014223274,0.98850584,0.999297738,0.999885201,0.994971991,0.999945641,0.998972058,0.999850035,0.998434961,0.99691999,0.945345342,0.99747473,0.965481281,1
187810,0.9898206,0.93639189,0.712291896,6.06E-05,0.927974343,0.936793864,0.991207182,0.885988951,0.965220094,0.995769918,0.996385098,0.770998061,0.986805201,0.877941966,0.947035789,0.789661586,0
187851,0.954727173,0.892824054,0.586791754,0.000146026,0.864474118,0.687648952,0.948414326,0.708884597,0.80488193,0.999860883,0.944684327,0.801333368,0.924461484,0.737130225,0.887983501,0.665400922,0
187878,0.189208105,0.629672348,0.470026284,3.47E-05,0.964870274,0.972585917,0.931335747,0.408478856,0.98516047,0.998916745,0.834828496,0.952745855,0.874941289,0.490904659,0.593371749,0.331235617,1
187926,0.157167211,0.955495894,0.49986124,0.771441877,0.997528732,0.766539752,0.991458774,0.969950259,0.980320573,0.254436553,0.988412082,0.18454051,0.757614911,0.918820083,0.995250344,0.575576365,0
187976,0.840736151,0.476222664,0.663745046,0.203245193,0.948148906,0.682027698,0.963740587,0.981563807,0.935521722,0.888287544,0.786972046,0.997783005,0.815537393,0.823233604,0.909888625,0.56486541,1
187981,0.999988556,0.994380057,0.921507478,0.000161616,0.983245254,0.992509961,0.9998492,0.99783808,0.999937177,0.99707067,0.987657309,0.674316347,0.999978423,0.963600278,0.988669217,0.974294364,1
187984,0.999988556,0.994380057,0.921507478,0.000161616,0.983245254,0.992509961,0.9998492,0.99783808,0.999937177,0.99707067,0.987657309,0.674316347,0.999978423,0.963600278,0.988669217,0.974294364,1
188034,0.982423782,0.958557487,0.46889326,0.028789503,0.962236583,0.281630546,0.999944568,0.746795535,0.972952545,0.999620199,0.901908815,0.978725374,0.806591868,0.47325626,0.956776977,0.401848674,1
188035,0.62918514,0.587968588,0.468350559,0.000993989,0.851023257,0.743663609,0.735459685,0.536012113,0.401769012,0.999935031,0.959519625,0.481904954,0.880364895,0.522979975,0.929199636,0.585499346,1
188084,0.241039634,0.145773664,0.488296658,0.007001351,0.99237752,0.76918453,0.406638116,0.219497278,0.897044361,0.967983425,0.183617845,0.983096123,0.475589365,0.711189389,0.199792713,0.329766303,1
188092,0.977687538,0.893812835,0.704072118,0.000602178,0.969078481,0.874565184,0.997818947,0.926243842,0.975217342,0.999497414,0.970955729,0.883271873,0.886724591,0.695741117,0.920091152,0.623217821,1
188093,0.998914957,0.926750898,0.698551893,0.01292163,0.96433562,0.980656266,0.99635005,0.994680941,0.994162381,0.999869108,0.999790847,0.993206024,0.954216719,0.751213551,0.998289645,0.835886061,1
188124,0.999998093,0.999587834,0.972980499,0.01355544,0.999963641,0.982282043,0.999999881,0.999968767,0.999999762,1,0.999999881,0.999999166,0.999995112,0.99084574,0.999999881,0.99069947,1
188128,0.902334988,0.887560844,0.535277247,0.013515634,0.633344233,0.996941149,0.981242895,0.845736146,0.995649993,0.999977946,0.942175508,0.996964037,0.891950786,0.471460164,0.95959121,0.71599555,1
188141,0.999949932,0.990509152,0.858946323,0.32101649,0.999061644,0.999997258,0.999990344,0.995731413,0.999908924,0.960742533,0.982861519,0.999755919,0.909843683,0.907129347,0.999651909,0.879245996,1
188146,0.9898206,0.93639189,0.712291896,6.06E-05,0.927974343,0.936793864,0.991207182,0.885988951,0.965220094,0.995769918,0.996385098,0.770998061,0.986805201,0.877941966,0.947035789,0.789661586,0
188149,0.999988556,0.994380057,0.921507478,0.000161616,0.983245254,0.992509961,0.9998492,0.99783808,0.999937177,0.99707067,0.987657309,0.674316347,0.999978423,0.963600278,0.988669217,0.974294364,1
188172,0.774241686,0.520014346,0.46876508,0.003141665,0.342235595,0.169011459,0.645762682,0.207112461,0.287655979,0.255639166,0.19172813,0.873283625,0.179476306,0.356665581,0.199791342,0.330462158,0
188184,0.997419119,0.96490556,0.788162827,9.81E-05,0.979165733,0.998163402,0.999708474,0.947081447,0.999199092,0.946653366,0.999674797,0.764652371,0.997663021,0.92561233,0.984954834,0.865391254,0
188225,0.994135499,0.217305005,0.734860182,0.771441936,0.882143259,0.963350236,0.83609426,0.973366499,0.984902203,0.275050879,0.278791189,0.87648499,0.197989494,0.741992354,0.913776875,0.82330811,0
188227,0.974949658,0.953786135,0.837965429,0.000854997,0.95445472,0.914078593,0.998571038,0.905477881,0.872434676,0.999615312,0.999925613,0.999492168,0.91887629,0.954046667,0.998771846,0.634469986,0
188232,0.868636429,0.332892597,0.561015546,0.000121855,0.616006672,0.673632562,0.740352869,0.50109601,0.207129836,0.781462848,0.661647201,0.619081259,0.780828655,0.595123589,0.792077482,0.427544594,1
188315,0.954531908,0.899652302,0.612227201,3.55E-05,0.860440731,0.724327803,0.950597227,0.77595675,0.819060504,0.999861836,0.959910512,0.777906835,0.927933216,0.755582869,0.894155681,0.673607409,1
188316,0.989865601,0.926904202,0.687376499,0.000249471,0.900768161,0.924686372,0.988780022,0.807370543,0.965279639,0.995742023,0.99425745,0.794961274,0.983058155,0.861293614,0.943751752,0.783441603,1
188361,1,0.996934056,0.951367497,0.001967486,0.999998569,0.999840021,0.999998808,0.999302626,0.999995351,0.999996543,0.996667564,1,0.997672021,0.994777083,0.999129355,0.987788618,0
188362,0.999999762,0.995294869,0.927844107,0.00209525,0.999996543,0.999469817,0.999992013,0.995365739,0.999928832,0.999937534,0.99530822,0.999999881,0.997377872,0.990653694,0.998859167,0.982234657,1
188393,0.998997986,0.423487753,0.866561592,0.771441936,0.999873877,0.999983668,0.99752301,0.999393344,0.995718181,0.999997735,0.965732455,0.999973178,0.933993161,0.854090929,0.997457206,0.938180089,0
188431,0.965665221,0.952796817,0.691839457,0.002213996,0.718837738,0.640712321,0.933506012,0.923979938,0.969196618,0.999509692,0.790677249,0.928210437,0.93144846,0.699829161,0.630092621,0.768422723,1
188463,0.999742568,0.944127977,0.717647493,0.007546701,0.995563388,0.735995114,0.998393714,0.896184325,0.999793231,0.986092269,0.977793157,0.99833101,0.941059828,0.947403073,0.999049723,0.754801631,0
188467,0.996795118,0.782822907,0.810496986,0.000771755,0.859666824,0.898167789,0.99798882,0.96494329,0.979907393,0.999999881,0.982411444,0.502359271,0.999340117,0.879456341,0.903782845,0.85282892,1
188503,0.154162243,0.015810493,0.493713647,0.036647018,0.772224545,0.187994286,0.136109099,0.23475793,0.378084809,0.66434294,0.170308083,0.184540555,0.240393817,0.70246911,0.200410351,0.326607972,1
188504,0.961164117,0.893461287,0.620788693,0.002881263,0.957323432,0.755794346,0.974453926,0.791524231,0.986671627,0.999888897,0.871613979,0.794469893,0.987466156,0.763906538,0.962623239,0.705768883,1
188505,0.950342238,0.983903527,0.773087502,0.037111863,0.999562085,0.93045187,0.999446332,0.99075973,0.999624848,0.991491854,0.998431027,0.721577287,0.998695552,0.887339056,0.999192297,0.892735064,1
188578,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,1
188579,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,0
188581,0.942241132,0.960211575,0.517321706,0.000138799,0.988043606,0.839124203,0.997355223,0.86422646,0.986275673,0.959676921,0.979483485,0.782464087,0.861257911,0.723849535,0.855806947,0.564679086,1
188582,0.995758712,0.954416156,0.826077998,5.57E-06,0.990113258,0.945302963,0.96715641,0.951861501,0.995901883,0.995701611,0.959678054,0.707069695,0.948869407,0.894396544,0.94509536,0.795442522,1
188618,0.998250663,0.988514125,0.507556379,6.99E-07,0.990721703,0.984195948,0.997397423,0.906461418,0.999871373,0.956189454,0.999150395,0.54973948,0.940217376,0.777214706,0.667943001,0.689424694,1
188620,0.226210132,0.4254103,0.505418241,0.771441936,0.172700047,0.168803588,0.136125311,0.257910937,0.356111676,0.259974003,0.460018277,0.184538722,0.179459825,0.369154304,0.483237207,0.496970862,1
188623,0.954531908,0.899652302,0.612227201,3.55E-05,0.860440731,0.724327803,0.950597227,0.77595675,0.819060504,0.999861836,0.959910512,0.777906835,0.927933216,0.755582869,0.894155681,0.673607409,1
188629,0.999982715,0.977600694,0.863587141,0.003417373,0.999956965,0.987486959,0.99991107,0.921189249,0.999994636,0.999474943,0.985913813,0.999999642,0.998382211,0.976948917,0.998296559,0.935816646,1
188651,0.153051466,0.1989353,0.471710563,0.730462849,0.996718228,0.318494618,0.715290427,0.209367573,0.599798262,0.275050879,0.187363774,0.184541136,0.179474309,0.358965427,0.326520979,0.32856065,1
188653,0.500159204,0.05170073,0.474116564,0.001905409,0.172705159,0.742687345,0.136109129,0.304376781,0.206982866,0.976855636,0.156223252,0.697612166,0.477581561,0.359876037,0.199791506,0.326657414,1
188700,0.999524474,0.901678264,0.717989206,0.136605665,0.962742209,0.997938573,0.943750978,0.99153167,0.972421169,0.999879003,0.993752658,0.99793601,0.988514483,0.864158094,0.992473364,0.758522034,1
188703,0.993719816,0.034974668,0.723016977,0.01711891,0.987696588,0.808993459,0.840216517,0.54624933,0.647260904,0.506138504,0.15631029,0.890728533,0.179469526,0.529563546,0.23176156,0.827900827,0
188709,0.871119201,0.92231518,0.832975507,0.123792991,0.944653034,0.9114784,0.985856295,0.899270535,0.857229352,0.920945227,0.995400369,0.999762475,0.516103983,0.873437583,0.990068078,0.687330782,1
188710,0.925671577,0.960211217,0.471568704,0.003146455,0.806775987,0.169013873,0.777023673,0.835524321,0.352290034,0.992805302,0.897390306,0.184541136,0.266238272,0.450120211,0.704163969,0.479496509,1
188771,0.998250782,0.977102637,0.757992327,0.018977737,0.876841366,0.995317221,0.999944329,0.995644927,0.999980807,0.866035342,0.999051869,0.996306181,0.995134532,0.90220499,0.868738651,0.878097713,1
188807,0.912133813,0.913353443,0.751723111,2.91E-06,0.999526381,0.972541392,0.934415638,0.961712241,0.966743708,0.999978781,0.923661113,0.999769628,0.990852296,0.804834008,0.987588584,0.589327693,0
188820,0.999977946,0.998180747,0.880820155,0.292776257,0.999403715,0.999983668,0.996948063,0.999885798,0.999845028,1,0.999966741,0.999999046,0.992484033,0.972580492,0.980910361,0.979017437,1
188822,0.835850477,0.805983663,0.592657208,8.77E-05,0.98624903,0.994817913,0.811922133,0.775459766,0.950033963,0.999990821,0.745005071,0.966523588,0.9830724,0.642102122,0.862829149,0.540599167,1
188827,0.846499443,0.26276657,0.46751529,0.071118884,0.948831499,0.169013247,0.229467317,0.458904386,0.465401083,0.884714663,0.285814703,0.184541136,0.648906529,0.47984305,0.199791476,0.620376468,1
188828,0.153048828,0.55748868,0.706201613,0.771441817,0.877782166,0.902087569,0.726954997,0.61934346,0.531916499,0.332106948,0.862498522,0.471436888,0.504359901,0.869075596,0.633895993,0.512419462,1
188858,0.893199086,0.904546022,0.477401406,0.015596181,0.66886729,0.640040517,0.89661032,0.646625817,0.739138305,0.980139375,0.73469317,0.806289554,0.446910381,0.496624976,0.423370272,0.592173278,1
188861,0.983699977,0.796897829,0.597599506,0.009254019,0.998778164,0.998539805,0.988419533,0.860137701,0.999872565,0.822964907,0.962349236,0.998879373,0.993739486,0.778354347,0.996932387,0.580351472,1
189242,0.290920794,0.174620196,0.472793549,0.001275523,0.985249221,0.914471328,0.413043261,0.207112983,0.91149354,0.989060044,0.329699695,0.971807599,0.626488626,0.64560008,0.243617103,0.327848524,1
189244,0.36597836,0.012503976,0.565790057,0.01649406,0.953273892,0.690608323,0.208337411,0.579123557,0.505420327,0.685268402,0.342235088,0.306741267,0.23030965,0.792687535,0.591959059,0.336053818,1
189246,0.591168106,0.016884381,0.47130844,8.65E-05,0.275157511,0.223460153,0.136108115,0.20711042,0.270496309,0.999763191,0.173603252,0.184540391,0.17947118,0.394148886,0.199785456,0.328756392,0
189285,0.188388169,0.834548175,0.538908541,0.003101541,0.740365148,0.760947287,0.352639586,0.633918226,0.337263733,0.275050879,0.897894681,0.999009967,0.993808806,0.92466408,0.67600733,0.548175931,1
189288,0.992268026,0.852897704,0.714357853,0.00051596,0.893558681,0.546189368,0.988216937,0.781824648,0.606972158,0.99987638,0.964965045,0.738960981,0.995519876,0.820665956,0.653113306,0.787754297,1
189290,0.999917507,0.949189663,0.916732132,6.75E-06,0.959739268,0.932749927,0.999289274,0.985418439,0.999988675,1,0.998677075,0.98501265,0.999726713,0.945700467,0.994017601,0.953631163,1
189293,0.952233195,0.444202423,0.535946012,0.350386441,0.882438779,0.840815365,0.995441675,0.448023736,0.987319827,0.275050879,0.973434627,0.848127604,0.782980442,0.915804684,0.913340926,0.76826036,1
189322,0.33258298,0.071764313,0.578892291,0.771441877,0.884285212,0.997615695,0.136130571,0.26666683,0.637770832,0.259021997,0.155602962,0.184541345,0.179449692,0.616167784,0.199785754,0.500377297,1
189329,0.961410642,0.744948685,0.502203643,0.771441996,0.995503724,0.957090497,0.957892001,0.745697498,0.970795035,0.50577271,0.886023283,0.912846684,0.626146138,0.814849913,0.780052245,0.328510165,1
189330,0.31079033,0.072361499,0.467978954,0.000553311,0.918108642,0.865809441,0.245253399,0.99183625,0.898301959,0.999880672,0.838343978,0.970642745,0.880383313,0.532765508,0.905832946,0.373095632,0
189333,0.971771777,0.922802031,0.672794819,0.004038427,0.982369781,0.965755343,0.9935655,0.973511994,0.995756209,0.999879003,0.967463255,0.999927044,0.967389762,0.85996592,0.805138946,0.801242709,1
189336,0.893412828,0.979789972,0.586918533,0.700095415,0.951572776,0.992041528,0.999810994,0.901303649,0.994702756,0.998348475,0.998592794,0.999820888,0.999984741,0.875248015,0.949600458,0.718043983,1
189354,0.154162243,0.015810493,0.493713647,0.036647018,0.772224545,0.187994286,0.136109099,0.23475793,0.378084809,0.66434294,0.170308083,0.184540555,0.240393817,0.70246911,0.200410351,0.326607972,0
189362,0.208692104,0.339810431,0.476016819,0.769808233,0.773061275,0.50858134,0.982120812,0.207112357,0.534336507,0.99435246,0.775351048,0.870839059,0.706705213,0.356543213,0.607036591,0.33087042,0
